 case_id,province,city_x,group,infection_case,confirmed,latitude_x,longitude_x,code,city_y,latitude_y,longitude_y,elementary_school_count,kindergarten_count,university_count,academy_ratio,elderly_population_ratio,elderly_alone_ratio,nursing_home_count
1000007,Seoul,from other city,True,SMR Newly Planted Churches Group,36,-,-,10100,Dobong-gu,37.668952,127.047082,23,26,1,0.95,17.89,7.2,485
1000007,Seoul,from other city,True,SMR Newly Planted Churches Group,36,-,-,10110,Dongdaemun-gu,37.574552,127.039721,21,31,4,1.06,17.26,6.7,832
1000007,Seoul,from other city,True,SMR Newly Planted Churches Group,36,-,-,10120,Dongjak-gu,37.510571,126.963604,21,34,3,1.17,15.85,5.2,762
1000007,Seoul,from other city,True,SMR Newly Planted Churches Group,36,-,-,10130,Mapo-gu,37.566283,126.901644,22,24,2,1.83,14.05,4.9,929
1000007,Seoul,from other city,True,SMR Newly Planted Churches Group,36,-,-,10140,Seodaemun-gu,37.579428,126.936771,19,25,6,1.12,16.77,6.2,587
1000007,Seoul,from other city,True,SMR Newly Planted Churches Group,36,-,-,10150,Seocho-gu,37.483804,127.032693,24,27,1,2.6,13.39,3.8,1465
1000007,Seoul,from other city,True,SMR Newly Planted Churches Group,36,-,-,10160,Seongdong-gu,37.563277,127.036647,21,30,2,0.97,14.76,5.3,593
1000007,Seoul,from other city,True,SMR Newly Planted Churches Group,36,-,-,10170,Seongbuk-gu,37.589562,127.0167,29,49,6,1.02,16.15,6.0,729
1000007,Seoul,from other city,True,SMR Newly Planted Churches Group,36,-,-,10180,Songpa-gu,37.51462,127.106141,40,51,1,1.65,13.1,4.1,1527
1000007,Seoul,from other city,True,SMR Newly Planted Churches Group,36,-,-,10190,Yangcheon-gu,37.517189,126.866618,30,43,0,2.26,13.55,5.5,816
1000007,Seoul,from other city,True,SMR Newly Planted Churches Group,36,-,-,10200,Yeongdeungpo-gu,37.526505,126.89619,23,39,0,1.21,15.6,5.8,1001
1000007,Seoul,from other city,True,SMR Newly Planted Churches Group,36,-,-,10210,Yongsan-gu,37.532768,126.990021,15,13,1,0.68,16.87,6.5,435
1000007,Seoul,from other city,True,SMR Newly Planted Churches Group,36,-,-,10220,Eunpyeong-gu,37.603481,126.929173,31,44,1,1.09,17.0,6.5,874
1000007,Seoul,from other city,True,SMR Newly Planted Churches Group,36,-,-,10230,Jongno-gu,37.572999,126.979189,13,17,3,1.71,18.27,6.8,668
1000007,Seoul,from other city,True,SMR Newly Planted Churches Group,36,-,-,10240,Jung-gu,37.563988,126.99753,12,14,2,0.94,18.42,7.4,728
1000007,Seoul,from other city,True,SMR Newly Planted Churches Group,36,-,-,10250,Jungnang-gu,37.606832,127.092656,23,31,1,0.7,16.65,6.9,689
1000008,Seoul,Dongdaemun-gu,True,Dongan Church,17,37.592888,127.056766,10000,Seoul,37.566953,126.977977,607,830,48,1.44,15.38,5.8,22739
1000008,Seoul,Dongdaemun-gu,True,Dongan Church,17,37.592888,127.056766,10010,Gangnam-gu,37.518421,127.047222,33,38,0,4.18,13.17,4.3,3088
1000008,Seoul,Dongdaemun-gu,True,Dongan Church,17,37.592888,127.056766,10020,Gangdong-gu,37.530492,127.123837,27,32,0,1.54,14.55,5.4,1023
1000008,Seoul,Dongdaemun-gu,True,Dongan Church,17,37.592888,127.056766,10030,Gangbuk-gu,37.639938,127.025508,14,21,0,0.67,19.49,8.5,628
1000008,Seoul,Dongdaemun-gu,True,Dongan Church,17,37.592888,127.056766,10040,Gangseo-gu,37.551166,126.849506,36,56,1,1.17,14.39,5.7,1080
1000008,Seoul,Dongdaemun-gu,True,Dongan Church,17,37.592888,127.056766,10050,Gwanak-gu,37.47829,126.951502,22,33,1,0.89,15.12,4.9,909
1000008,Seoul,Dongdaemun-gu,True,Dongan Church,17,37.592888,127.056766,10060,Gwangjin-gu,37.538712,127.082366,22,33,3,1.16,13.75,4.8,723
1000008,Seoul,Dongdaemun-gu,True,Dongan Church,17,37.592888,127.056766,10070,Guro-gu,37.495632,126.88765,26,34,3,1.0,16.21,5.7,741
1000008,Seoul,Dongdaemun-gu,True,Dongan Church,17,37.592888,127.056766,10080,Geumcheon-gu,37.456852,126.895229,18,19,0,0.96,16.15,6.7,475
1000008,Seoul,Dongdaemun-gu,True,Dongan Church,17,37.592888,127.056766,10090,Nowon-gu,37.654259,127.056294,42,66,6,1.39,15.4,7.4,952
1000008,Seoul,Dongdaemun-gu,True,Dongan Church,17,37.592888,127.056766,10100,Dobong-gu,37.668952,127.047082,23,26,1,0.95,17.89,7.2,485
1000008,Seoul,Dongdaemun-gu,True,Dongan Church,17,37.592888,127.056766,10110,Dongdaemun-gu,37.574552,127.039721,21,31,4,1.06,17.26,6.7,832
1000008,Seoul,Dongdaemun-gu,True,Dongan Church,17,37.592888,127.056766,10120,Dongjak-gu,37.510571,126.963604,21,34,3,1.17,15.85,5.2,762
1000008,Seoul,Dongdaemun-gu,True,Dongan Church,17,37.592888,127.056766,10130,Mapo-gu,37.566283,126.901644,22,24,2,1.83,14.05,4.9,929
1000008,Seoul,Dongdaemun-gu,True,Dongan Church,17,37.592888,127.056766,10140,Seodaemun-gu,37.579428,126.936771,19,25,6,1.12,16.77,6.2,587
1000008,Seoul,Dongdaemun-gu,True,Dongan Church,17,37.592888,127.056766,10150,Seocho-gu,37.483804,127.032693,24,27,1,2.6,13.39,3.8,1465
1000008,Seoul,Dongdaemun-gu,True,Dongan Church,17,37.592888,127.056766,10160,Seongdong-gu,37.563277,127.036647,21,30,2,0.97,14.76,5.3,593
1000008,Seoul,Dongdaemun-gu,True,Dongan Church,17,37.592888,127.056766,10170,Seongbuk-gu,37.589562,127.0167,29,49,6,1.02,16.15,6.0,729
1000008,Seoul,Dongdaemun-gu,True,Dongan Church,17,37.592888,127.056766,10180,Songpa-gu,37.51462,127.106141,40,51,1,1.65,13.1,4.1,1527
1000008,Seoul,Dongdaemun-gu,True,Dongan Church,17,37.592888,127.056766,10190,Yangcheon-gu,37.517189,126.866618,30,43,0,2.26,13.55,5.5,816
1000008,Seoul,Dongdaemun-gu,True,Dongan Church,17,37.592888,127.056766,10200,Yeongdeungpo-gu,37.526505,126.89619,23,39,0,1.21,15.6,5.8,1001
1000008,Seoul,Dongdaemun-gu,True,Dongan Church,17,37.592888,127.056766,10210,Yongsan-gu,37.532768,126.990021,15,13,1,0.68,16.87,6.5,435
1000008,Seoul,Dongdaemun-gu,True,Dongan Church,17,37.592888,127.056766,10220,Eunpyeong-gu,37.603481,126.929173,31,44,1,1.09,17.0,6.5,874
1000008,Seoul,Dongdaemun-gu,True,Dongan Church,17,37.592888,127.056766,10230,Jongno-gu,37.572999,126.979189,13,17,3,1.71,18.27,6.8,668
1000008,Seoul,Dongdaemun-gu,True,Dongan Church,17,37.592888,127.056766,10240,Jung-gu,37.563988,126.99753,12,14,2,0.94,18.42,7.4,728
1000008,Seoul,Dongdaemun-gu,True,Dongan Church,17,37.592888,127.056766,10250,Jungnang-gu,37.606832,127.092656,23,31,1,0.7,16.65,6.9,689
1000009,Seoul,from other city,True,Coupang Logistics Center,25,-,-,10000,Seoul,37.566953,126.977977,607,830,48,1.44,15.38,5.8,22739
1000009,Seoul,from other city,True,Coupang Logistics Center,25,-,-,10010,Gangnam-gu,37.518421,127.047222,33,38,0,4.18,13.17,4.3,3088
1000009,Seoul,from other city,True,Coupang Logistics Center,25,-,-,10020,Gangdong-gu,37.530492,127.123837,27,32,0,1.54,14.55,5.4,1023
1000009,Seoul,from other city,True,Coupang Logistics Center,25,-,-,10030,Gangbuk-gu,37.639938,127.025508,14,21,0,0.67,19.49,8.5,628
1000009,Seoul,from other city,True,Coupang Logistics Center,25,-,-,10040,Gangseo-gu,37.551166,126.849506,36,56,1,1.17,14.39,5.7,1080
1000009,Seoul,from other city,True,Coupang Logistics Center,25,-,-,10050,Gwanak-gu,37.47829,126.951502,22,33,1,0.89,15.12,4.9,909
1000009,Seoul,from other city,True,Coupang Logistics Center,25,-,-,10060,Gwangjin-gu,37.538712,127.082366,22,33,3,1.16,13.75,4.8,723
1000009,Seoul,from other city,True,Coupang Logistics Center,25,-,-,10070,Guro-gu,37.495632,126.88765,26,34,3,1.0,16.21,5.7,741
1000009,Seoul,from other city,True,Coupang Logistics Center,25,-,-,10080,Geumcheon-gu,37.456852,126.895229,18,19,0,0.96,16.15,6.7,475
1000009,Seoul,from other city,True,Coupang Logistics Center,25,-,-,10090,Nowon-gu,37.654259,127.056294,42,66,6,1.39,15.4,7.4,952
1000009,Seoul,from other city,True,Coupang Logistics Center,25,-,-,10100,Dobong-gu,37.668952,127.047082,23,26,1,0.95,17.89,7.2,485
1000009,Seoul,from other city,True,Coupang Logistics Center,25,-,-,10110,Dongdaemun-gu,37.574552,127.039721,21,31,4,1.06,17.26,6.7,832
1000009,Seoul,from other city,True,Coupang Logistics Center,25,-,-,10120,Dongjak-gu,37.510571,126.963604,21,34,3,1.17,15.85,5.2,762
1000009,Seoul,from other city,True,Coupang Logistics Center,25,-,-,10130,Mapo-gu,37.566283,126.901644,22,24,2,1.83,14.05,4.9,929
1000009,Seoul,from other city,True,Coupang Logistics Center,25,-,-,10140,Seodaemun-gu,37.579428,126.936771,19,25,6,1.12,16.77,6.2,587
1000009,Seoul,from other city,True,Coupang Logistics Center,25,-,-,10150,Seocho-gu,37.483804,127.032693,24,27,1,2.6,13.39,3.8,1465
1000009,Seoul,from other city,True,Coupang Logistics Center,25,-,-,10160,Seongdong-gu,37.563277,127.036647,21,30,2,0.97,14.76,5.3,593
1000009,Seoul,from other city,True,Coupang Logistics Center,25,-,-,10170,Seongbuk-gu,37.589562,127.0167,29,49,6,1.02,16.15,6.0,729
1000009,Seoul,from other city,True,Coupang Logistics Center,25,-,-,10180,Songpa-gu,37.51462,127.106141,40,51,1,1.65,13.1,4.1,1527
1000009,Seoul,from other city,True,Coupang Logistics Center,25,-,-,10190,Yangcheon-gu,37.517189,126.866618,30,43,0,2.26,13.55,5.5,816
1000009,Seoul,from other city,True,Coupang Logistics Center,25,-,-,10200,Yeongdeungpo-gu,37.526505,126.89619,23,39,0,1.21,15.6,5.8,1001
1000009,Seoul,from other city,True,Coupang Logistics Center,25,-,-,10210,Yongsan-gu,37.532768,126.990021,15,13,1,0.68,16.87,6.5,435
1000009,Seoul,from other city,True,Coupang Logistics Center,25,-,-,10220,Eunpyeong-gu,37.603481,126.929173,31,44,1,1.09,17.0,6.5,874
1000009,Seoul,from other city,True,Coupang Logistics Center,25,-,-,10230,Jongno-gu,37.572999,126.979189,13,17,3,1.71,18.27,6.8,668
1000009,Seoul,from other city,True,Coupang Logistics Center,25,-,-,10240,Jung-gu,37.563988,126.99753,12,14,2,0.94,18.42,7.4,728
1000009,Seoul,from other city,True,Coupang Logistics Center,25,-,-,10250,Jungnang-gu,37.606832,127.092656,23,31,1,0.7,16.65,6.9,689
1000010,Seoul,Gwanak-gu,True,Wangsung Church,30,37.481735,126.930121,10000,Seoul,37.566953,126.977977,607,830,48,1.44,15.38,5.8,22739
1000010,Seoul,Gwanak-gu,True,Wangsung Church,30,37.481735,126.930121,10010,Gangnam-gu,37.518421,127.047222,33,38,0,4.18,13.17,4.3,3088
1000010,Seoul,Gwanak-gu,True,Wangsung Church,30,37.481735,126.930121,10020,Gangdong-gu,37.530492,127.123837,27,32,0,1.54,14.55,5.4,1023
1000010,Seoul,Gwanak-gu,True,Wangsung Church,30,37.481735,126.930121,10030,Gangbuk-gu,37.639938,127.025508,14,21,0,0.67,19.49,8.5,628
1000010,Seoul,Gwanak-gu,True,Wangsung Church,30,37.481735,126.930121,10040,Gangseo-gu,37.551166,126.849506,36,56,1,1.17,14.39,5.7,1080
1000010,Seoul,Gwanak-gu,True,Wangsung Church,30,37.481735,126.930121,10050,Gwanak-gu,37.47829,126.951502,22,33,1,0.89,15.12,4.9,909
1000010,Seoul,Gwanak-gu,True,Wangsung Church,30,37.481735,126.930121,10060,Gwangjin-gu,37.538712,127.082366,22,33,3,1.16,13.75,4.8,723
1000010,Seoul,Gwanak-gu,True,Wangsung Church,30,37.481735,126.930121,10070,Guro-gu,37.495632,126.88765,26,34,3,1.0,16.21,5.7,741
1000010,Seoul,Gwanak-gu,True,Wangsung Church,30,37.481735,126.930121,10080,Geumcheon-gu,37.456852,126.895229,18,19,0,0.96,16.15,6.7,475
1000010,Seoul,Gwanak-gu,True,Wangsung Church,30,37.481735,126.930121,10090,Nowon-gu,37.654259,127.056294,42,66,6,1.39,15.4,7.4,952
1000010,Seoul,Gwanak-gu,True,Wangsung Church,30,37.481735,126.930121,10100,Dobong-gu,37.668952,127.047082,23,26,1,0.95,17.89,7.2,485
1000010,Seoul,Gwanak-gu,True,Wangsung Church,30,37.481735,126.930121,10110,Dongdaemun-gu,37.574552,127.039721,21,31,4,1.06,17.26,6.7,832
1000010,Seoul,Gwanak-gu,True,Wangsung Church,30,37.481735,126.930121,10120,Dongjak-gu,37.510571,126.963604,21,34,3,1.17,15.85,5.2,762
1000010,Seoul,Gwanak-gu,True,Wangsung Church,30,37.481735,126.930121,10130,Mapo-gu,37.566283,126.901644,22,24,2,1.83,14.05,4.9,929
1000010,Seoul,Gwanak-gu,True,Wangsung Church,30,37.481735,126.930121,10140,Seodaemun-gu,37.579428,126.936771,19,25,6,1.12,16.77,6.2,587
1000010,Seoul,Gwanak-gu,True,Wangsung Church,30,37.481735,126.930121,10150,Seocho-gu,37.483804,127.032693,24,27,1,2.6,13.39,3.8,1465
1000010,Seoul,Gwanak-gu,True,Wangsung Church,30,37.481735,126.930121,10160,Seongdong-gu,37.563277,127.036647,21,30,2,0.97,14.76,5.3,593
1000010,Seoul,Gwanak-gu,True,Wangsung Church,30,37.481735,126.930121,10170,Seongbuk-gu,37.589562,127.0167,29,49,6,1.02,16.15,6.0,729
1000010,Seoul,Gwanak-gu,True,Wangsung Church,30,37.481735,126.930121,10180,Songpa-gu,37.51462,127.106141,40,51,1,1.65,13.1,4.1,1527
1000010,Seoul,Gwanak-gu,True,Wangsung Church,30,37.481735,126.930121,10190,Yangcheon-gu,37.517189,126.866618,30,43,0,2.26,13.55,5.5,816
1000010,Seoul,Gwanak-gu,True,Wangsung Church,30,37.481735,126.930121,10200,Yeongdeungpo-gu,37.526505,126.89619,23,39,0,1.21,15.6,5.8,1001
1000010,Seoul,Gwanak-gu,True,Wangsung Church,30,37.481735,126.930121,10210,Yongsan-gu,37.532768,126.990021,15,13,1,0.68,16.87,6.5,435
1000010,Seoul,Gwanak-gu,True,Wangsung Church,30,37.481735,126.930121,10220,Eunpyeong-gu,37.603481,126.929173,31,44,1,1.09,17.0,6.5,874
1000010,Seoul,Gwanak-gu,True,Wangsung Church,30,37.481735,126.930121,10230,Jongno-gu,37.572999,126.979189,13,17,3,1.71,18.27,6.8,668
1000010,Seoul,Gwanak-gu,True,Wangsung Church,30,37.481735,126.930121,10240,Jung-gu,37.563988,126.99753,12,14,2,0.94,18.42,7.4,728
1000010,Seoul,Gwanak-gu,True,Wangsung Church,30,37.481735,126.930121,10250,Jungnang-gu,37.606832,127.092656,23,31,1,0.7,16.65,6.9,689
1000011,Seoul,Eunpyeong-gu,True,Eunpyeong St. Mary's Hospital,14,37.63369,126.9165,10000,Seoul,37.566953,126.977977,607,830,48,1.44,15.38,5.8,22739
1000011,Seoul,Eunpyeong-gu,True,Eunpyeong St. Mary's Hospital,14,37.63369,126.9165,10010,Gangnam-gu,37.518421,127.047222,33,38,0,4.18,13.17,4.3,3088
1000011,Seoul,Eunpyeong-gu,True,Eunpyeong St. Mary's Hospital,14,37.63369,126.9165,10020,Gangdong-gu,37.530492,127.123837,27,32,0,1.54,14.55,5.4,1023
1000011,Seoul,Eunpyeong-gu,True,Eunpyeong St. Mary's Hospital,14,37.63369,126.9165,10030,Gangbuk-gu,37.639938,127.025508,14,21,0,0.67,19.49,8.5,628
1000011,Seoul,Eunpyeong-gu,True,Eunpyeong St. Mary's Hospital,14,37.63369,126.9165,10040,Gangseo-gu,37.551166,126.849506,36,56,1,1.17,14.39,5.7,1080
1000011,Seoul,Eunpyeong-gu,True,Eunpyeong St. Mary's Hospital,14,37.63369,126.9165,10050,Gwanak-gu,37.47829,126.951502,22,33,1,0.89,15.12,4.9,909
1000011,Seoul,Eunpyeong-gu,True,Eunpyeong St. Mary's Hospital,14,37.63369,126.9165,10060,Gwangjin-gu,37.538712,127.082366,22,33,3,1.16,13.75,4.8,723
1000011,Seoul,Eunpyeong-gu,True,Eunpyeong St. Mary's Hospital,14,37.63369,126.9165,10070,Guro-gu,37.495632,126.88765,26,34,3,1.0,16.21,5.7,741
1000011,Seoul,Eunpyeong-gu,True,Eunpyeong St. Mary's Hospital,14,37.63369,126.9165,10080,Geumcheon-gu,37.456852,126.895229,18,19,0,0.96,16.15,6.7,475
1000011,Seoul,Eunpyeong-gu,True,Eunpyeong St. Mary's Hospital,14,37.63369,126.9165,10090,Nowon-gu,37.654259,127.056294,42,66,6,1.39,15.4,7.4,952
1000011,Seoul,Eunpyeong-gu,True,Eunpyeong St. Mary's Hospital,14,37.63369,126.9165,10100,Dobong-gu,37.668952,127.047082,23,26,1,0.95,17.89,7.2,485
1000011,Seoul,Eunpyeong-gu,True,Eunpyeong St. Mary's Hospital,14,37.63369,126.9165,10110,Dongdaemun-gu,37.574552,127.039721,21,31,4,1.06,17.26,6.7,832
1000011,Seoul,Eunpyeong-gu,True,Eunpyeong St. Mary's Hospital,14,37.63369,126.9165,10120,Dongjak-gu,37.510571,126.963604,21,34,3,1.17,15.85,5.2,762
1000011,Seoul,Eunpyeong-gu,True,Eunpyeong St. Mary's Hospital,14,37.63369,126.9165,10130,Mapo-gu,37.566283,126.901644,22,24,2,1.83,14.05,4.9,929
1000011,Seoul,Eunpyeong-gu,True,Eunpyeong St. Mary's Hospital,14,37.63369,126.9165,10140,Seodaemun-gu,37.579428,126.936771,19,25,6,1.12,16.77,6.2,587
1000011,Seoul,Eunpyeong-gu,True,Eunpyeong St. Mary's Hospital,14,37.63369,126.9165,10150,Seocho-gu,37.483804,127.032693,24,27,1,2.6,13.39,3.8,1465
1000011,Seoul,Eunpyeong-gu,True,Eunpyeong St. Mary's Hospital,14,37.63369,126.9165,10160,Seongdong-gu,37.563277,127.036647,21,30,2,0.97,14.76,5.3,593
1000011,Seoul,Eunpyeong-gu,True,Eunpyeong St. Mary's Hospital,14,37.63369,126.9165,10170,Seongbuk-gu,37.589562,127.0167,29,49,6,1.02,16.15,6.0,729
1000011,Seoul,Eunpyeong-gu,True,Eunpyeong St. Mary's Hospital,14,37.63369,126.9165,10180,Songpa-gu,37.51462,127.106141,40,51,1,1.65,13.1,4.1,1527
1000011,Seoul,Eunpyeong-gu,True,Eunpyeong St. Mary's Hospital,14,37.63369,126.9165,10190,Yangcheon-gu,37.517189,126.866618,30,43,0,2.26,13.55,5.5,816
1000011,Seoul,Eunpyeong-gu,True,Eunpyeong St. Mary's Hospital,14,37.63369,126.9165,10200,Yeongdeungpo-gu,37.526505,126.89619,23,39,0,1.21,15.6,5.8,1001
1000011,Seoul,Eunpyeong-gu,True,Eunpyeong St. Mary's Hospital,14,37.63369,126.9165,10210,Yongsan-gu,37.532768,126.990021,15,13,1,0.68,16.87,6.5,435
1000011,Seoul,Eunpyeong-gu,True,Eunpyeong St. Mary's Hospital,14,37.63369,126.9165,10220,Eunpyeong-gu,37.603481,126.929173,31,44,1,1.09,17.0,6.5,874
1000011,Seoul,Eunpyeong-gu,True,Eunpyeong St. Mary's Hospital,14,37.63369,126.9165,10230,Jongno-gu,37.572999,126.979189,13,17,3,1.71,18.27,6.8,668
1000011,Seoul,Eunpyeong-gu,True,Eunpyeong St. Mary's Hospital,14,37.63369,126.9165,10240,Jung-gu,37.563988,126.99753,12,14,2,0.94,18.42,7.4,728
1000011,Seoul,Eunpyeong-gu,True,Eunpyeong St. Mary's Hospital,14,37.63369,126.9165,10250,Jungnang-gu,37.606832,127.092656,23,31,1,0.7,16.65,6.9,689
1000012,Seoul,Seongdong-gu,True,Seongdong-gu APT,13,37.55713,127.0403,10000,Seoul,37.566953,126.977977,607,830,48,1.44,15.38,5.8,22739
1000012,Seoul,Seongdong-gu,True,Seongdong-gu APT,13,37.55713,127.0403,10010,Gangnam-gu,37.518421,127.047222,33,38,0,4.18,13.17,4.3,3088
1000012,Seoul,Seongdong-gu,True,Seongdong-gu APT,13,37.55713,127.0403,10020,Gangdong-gu,37.530492,127.123837,27,32,0,1.54,14.55,5.4,1023
1000012,Seoul,Seongdong-gu,True,Seongdong-gu APT,13,37.55713,127.0403,10030,Gangbuk-gu,37.639938,127.025508,14,21,0,0.67,19.49,8.5,628
1000012,Seoul,Seongdong-gu,True,Seongdong-gu APT,13,37.55713,127.0403,10040,Gangseo-gu,37.551166,126.849506,36,56,1,1.17,14.39,5.7,1080
1000012,Seoul,Seongdong-gu,True,Seongdong-gu APT,13,37.55713,127.0403,10050,Gwanak-gu,37.47829,126.951502,22,33,1,0.89,15.12,4.9,909
1000012,Seoul,Seongdong-gu,True,Seongdong-gu APT,13,37.55713,127.0403,10060,Gwangjin-gu,37.538712,127.082366,22,33,3,1.16,13.75,4.8,723
1000012,Seoul,Seongdong-gu,True,Seongdong-gu APT,13,37.55713,127.0403,10070,Guro-gu,37.495632,126.88765,26,34,3,1.0,16.21,5.7,741
1000012,Seoul,Seongdong-gu,True,Seongdong-gu APT,13,37.55713,127.0403,10080,Geumcheon-gu,37.456852,126.895229,18,19,0,0.96,16.15,6.7,475
1000012,Seoul,Seongdong-gu,True,Seongdong-gu APT,13,37.55713,127.0403,10090,Nowon-gu,37.654259,127.056294,42,66,6,1.39,15.4,7.4,952
1000012,Seoul,Seongdong-gu,True,Seongdong-gu APT,13,37.55713,127.0403,10100,Dobong-gu,37.668952,127.047082,23,26,1,0.95,17.89,7.2,485
1000012,Seoul,Seongdong-gu,True,Seongdong-gu APT,13,37.55713,127.0403,10110,Dongdaemun-gu,37.574552,127.039721,21,31,4,1.06,17.26,6.7,832
1000012,Seoul,Seongdong-gu,True,Seongdong-gu APT,13,37.55713,127.0403,10120,Dongjak-gu,37.510571,126.963604,21,34,3,1.17,15.85,5.2,762
1000012,Seoul,Seongdong-gu,True,Seongdong-gu APT,13,37.55713,127.0403,10130,Mapo-gu,37.566283,126.901644,22,24,2,1.83,14.05,4.9,929
1000012,Seoul,Seongdong-gu,True,Seongdong-gu APT,13,37.55713,127.0403,10140,Seodaemun-gu,37.579428,126.936771,19,25,6,1.12,16.77,6.2,587
1000012,Seoul,Seongdong-gu,True,Seongdong-gu APT,13,37.55713,127.0403,10150,Seocho-gu,37.483804,127.032693,24,27,1,2.6,13.39,3.8,1465
1000012,Seoul,Seongdong-gu,True,Seongdong-gu APT,13,37.55713,127.0403,10160,Seongdong-gu,37.563277,127.036647,21,30,2,0.97,14.76,5.3,593
1000012,Seoul,Seongdong-gu,True,Seongdong-gu APT,13,37.55713,127.0403,10170,Seongbuk-gu,37.589562,127.0167,29,49,6,1.02,16.15,6.0,729
1000012,Seoul,Seongdong-gu,True,Seongdong-gu APT,13,37.55713,127.0403,10180,Songpa-gu,37.51462,127.106141,40,51,1,1.65,13.1,4.1,1527
1000012,Seoul,Seongdong-gu,True,Seongdong-gu APT,13,37.55713,127.0403,10190,Yangcheon-gu,37.517189,126.866618,30,43,0,2.26,13.55,5.5,816
1000012,Seoul,Seongdong-gu,True,Seongdong-gu APT,13,37.55713,127.0403,10200,Yeongdeungpo-gu,37.526505,126.89619,23,39,0,1.21,15.6,5.8,1001
1000012,Seoul,Seongdong-gu,True,Seongdong-gu APT,13,37.55713,127.0403,10210,Yongsan-gu,37.532768,126.990021,15,13,1,0.68,16.87,6.5,435
1000012,Seoul,Seongdong-gu,True,Seongdong-gu APT,13,37.55713,127.0403,10220,Eunpyeong-gu,37.603481,126.929173,31,44,1,1.09,17.0,6.5,874
1000012,Seoul,Seongdong-gu,True,Seongdong-gu APT,13,37.55713,127.0403,10230,Jongno-gu,37.572999,126.979189,13,17,3,1.71,18.27,6.8,668
1000012,Seoul,Seongdong-gu,True,Seongdong-gu APT,13,37.55713,127.0403,10240,Jung-gu,37.563988,126.99753,12,14,2,0.94,18.42,7.4,728
1000012,Seoul,Seongdong-gu,True,Seongdong-gu APT,13,37.55713,127.0403,10250,Jungnang-gu,37.606832,127.092656,23,31,1,0.7,16.65,6.9,689
1000013,Seoul,Jongno-gu,True,Jongno Community Center,10,37.57681,127.006,10000,Seoul,37.566953,126.977977,607,830,48,1.44,15.38,5.8,22739
1000013,Seoul,Jongno-gu,True,Jongno Community Center,10,37.57681,127.006,10010,Gangnam-gu,37.518421,127.047222,33,38,0,4.18,13.17,4.3,3088
1000013,Seoul,Jongno-gu,True,Jongno Community Center,10,37.57681,127.006,10020,Gangdong-gu,37.530492,127.123837,27,32,0,1.54,14.55,5.4,1023
1000013,Seoul,Jongno-gu,True,Jongno Community Center,10,37.57681,127.006,10030,Gangbuk-gu,37.639938,127.025508,14,21,0,0.67,19.49,8.5,628
1000013,Seoul,Jongno-gu,True,Jongno Community Center,10,37.57681,127.006,10040,Gangseo-gu,37.551166,126.849506,36,56,1,1.17,14.39,5.7,1080
1000013,Seoul,Jongno-gu,True,Jongno Community Center,10,37.57681,127.006,10050,Gwanak-gu,37.47829,126.951502,22,33,1,0.89,15.12,4.9,909
1000013,Seoul,Jongno-gu,True,Jongno Community Center,10,37.57681,127.006,10060,Gwangjin-gu,37.538712,127.082366,22,33,3,1.16,13.75,4.8,723
1000013,Seoul,Jongno-gu,True,Jongno Community Center,10,37.57681,127.006,10070,Guro-gu,37.495632,126.88765,26,34,3,1.0,16.21,5.7,741
1000013,Seoul,Jongno-gu,True,Jongno Community Center,10,37.57681,127.006,10080,Geumcheon-gu,37.456852,126.895229,18,19,0,0.96,16.15,6.7,475
1000013,Seoul,Jongno-gu,True,Jongno Community Center,10,37.57681,127.006,10090,Nowon-gu,37.654259,127.056294,42,66,6,1.39,15.4,7.4,952
1000013,Seoul,Jongno-gu,True,Jongno Community Center,10,37.57681,127.006,10100,Dobong-gu,37.668952,127.047082,23,26,1,0.95,17.89,7.2,485
1000013,Seoul,Jongno-gu,True,Jongno Community Center,10,37.57681,127.006,10110,Dongdaemun-gu,37.574552,127.039721,21,31,4,1.06,17.26,6.7,832
1000013,Seoul,Jongno-gu,True,Jongno Community Center,10,37.57681,127.006,10120,Dongjak-gu,37.510571,126.963604,21,34,3,1.17,15.85,5.2,762
1000013,Seoul,Jongno-gu,True,Jongno Community Center,10,37.57681,127.006,10130,Mapo-gu,37.566283,126.901644,22,24,2,1.83,14.05,4.9,929
1000013,Seoul,Jongno-gu,True,Jongno Community Center,10,37.57681,127.006,10140,Seodaemun-gu,37.579428,126.936771,19,25,6,1.12,16.77,6.2,587
1000013,Seoul,Jongno-gu,True,Jongno Community Center,10,37.57681,127.006,10150,Seocho-gu,37.483804,127.032693,24,27,1,2.6,13.39,3.8,1465
